finishing_pos,circuit_id,driver_id,constructor_id,grid_pos,status,fastest_lap_missing,fastest_lap,fastest_lap_avg_speed
5,sepang,massa,ferrari,21,Finished,0,1:35.954,207.962
6,sepang,michael_schumacher,ferrari,14,Finished,0,1:35.647,208.629
7,sepang,villeneuve,bmw_sauber,10,Finished,0,1:36.002,207.858
8,sepang,ralf_schumacher,toyota,22,Finished,0,1:35.686,208.544
9,sepang,trulli,toyota,9,Finished,0,1:36.380,207.042
10,sepang,barrichello,honda,20,Finished,0,1:36.188,207.456
11,sepang,liuzzi,toro_rosso,13,Finished,0,1:37.387,204.902
12,sepang,albers,mf1,15,Finished,0,1:38.198,203.209
13,sepang,monteiro,mf1,16,Finished,0,1:39.510,200.530
14,sepang,sato,super_aguri,17,Finished,0,1:40.199,199.151
15,sepang,heidfeld,bmw_sauber,11,Engine,0,1:35.751,208.403
16,sepang,speed,toro_rosso,12,Clutch,0,1:37.313,205.057
17,sepang,ide,super_aguri,18,Mechanical,0,1:42.833,194.050
18,sepang,klien,red_bull,8,Hydraulics,0,1:36.867,206.002
19,sepang,webber,williams,4,Hydraulics,0,1:36.771,206.206
20,sepang,coulthard,red_bull,19,Hydraulics,0,1:38.078,203.458
21,sepang,rosberg,williams,3,Engine,0,1:37.366,204.946
22,sepang,raikkonen,mclaren,6,Accident,1,300,0
1,catalunya,hamilton,mercedes,1,Finished,0,1:23.593,200.471
2,catalunya,vettel,ferrari,2,Finished,0,1:23.674,200.277
3,catalunya,ricciardo,red_bull,6,Finished,0,1:23.686,200.248
4,catalunya,perez,force_india,8,Finished,0,1:25.755,195.417
5,catalunya,ocon,force_india,10,Finished,0,1:26.276,194.237
6,catalunya,hulkenberg,renault,13,Finished,0,1:26.703,193.280
7,catalunya,sainz,toro_rosso,12,Finished,0,1:26.186,194.439
8,catalunya,wehrlein,sauber,15,Finished,0,1:26.476,193.787
9,catalunya,kvyat,toro_rosso,19,Finished,0,1:25.976,194.914
10,catalunya,grosjean,haas,14,Finished,0,1:26.871,192.906
11,catalunya,ericsson,sauber,16,Finished,0,1:26.213,194.379
12,catalunya,alonso,mclaren,7,Finished,0,1:23.894,199.752
13,catalunya,massa,williams,9,Finished,0,1:26.472,193.796
14,catalunya,kevin_magnussen,haas,11,Finished,0,1:26.371,194.023
15,catalunya,jolyon_palmer,renault,17,Finished,0,1:24.843,197.517
16,catalunya,stroll,williams,18,Finished,0,1:26.838,192.980
17,catalunya,bottas,mercedes,3,Power Unit,0,1:24.696,197.860
18,catalunya,vandoorne,mclaren,20,Collision,0,1:27.554,191.401
19,catalunya,max_verstappen,red_bull,5,Collision damage,1,300,0
20,catalunya,raikkonen,ferrari,4,Collision damage,1,300,0
1,spa,hamilton,mercedes,1,Finished,0,1:47.758,233.990
2,spa,bottas,mercedes,2,Finished,0,1:47.983,233.503
3,spa,max_verstappen,red_bull,3,Finished,0,1:48.305,232.809
4,spa,ricciardo,renault,4,Finished,0,1:47.483,234.589
5,spa,ocon,renault,6,Finished,0,1:48.540,232.305
6,spa,albon,red_bull,5,Finished,0,1:48.736,231.886
7,spa,norris,mclaren,10,Finished,0,1:48.552,232.279
8,spa,gasly,alphatauri,12,Finished,0,1:47.839,233.815
9,spa,stroll,racing_point,9,Finished,0,1:49.136,231.036
10,spa,perez,racing_point,8,Finished,0,1:48.389,232.628
11,spa,kvyat,alphatauri,11,Finished,0,1:49.832,229.572
12,spa,raikkonen,alfa,16,Finished,0,1:49.822,229.593
13,spa,vettel,ferrari,14,Finished,0,1:49.958,229.309
14,spa,leclerc,ferrari,13,Finished,0,1:47.840,233.813
15,spa,grosjean,haas,17,Finished,0,1:50.018,229.184
16,spa,latifi,williams,19,Finished,0,1:48.048,233.362
17,spa,kevin_magnussen,haas,20,Finished,0,1:48.083,233.287
18,spa,giovinazzi,alfa,18,Accident,0,1:51.793,225.545
19,spa,russell,williams,15,Debris,0,1:51.754,225.624
20,spa,sainz,mclaren,7,Exhaust,1,300,0
1,baku,perez,red_bull,3,Finished,0,1:44.589,206.625
2,baku,max_verstappen,red_bull,2,Finished,0,1:44.232,207.333
3,baku,leclerc,ferrari,1,Finished,0,1:44.561,206.681
4,baku,alonso,aston_martin,6,Finished,0,1:44.241,207.315
5,baku,sainz,ferrari,4,Finished,0,1:45.175,205.474
6,baku,hamilton,mercedes,5,Finished,0,1:45.346,205.141
7,baku,stroll,aston_martin,9,Finished,0,1:45.627,204.595
8,baku,russell,mercedes,11,Finished,0,1:43.370,209.062
9,baku,norris,mclaren,7,Finished,0,1:45.738,204.380
10,baku,tsunoda,alphatauri,8,Finished,0,1:45.727,204.401
11,baku,piastri,mclaren,10,Finished,0,1:45.631,204.587
12,baku,albon,williams,12,Finished,0,1:45.925,204.019
13,baku,kevin_magnussen,haas,16,Finished,0,1:45.850,204.164
14,baku,gasly,alpine,17,Finished,0,1:45.540,204.764
15,baku,ocon,alpine,0,Finished,0,1:45.908,204.052
16,baku,sargeant,williams,14,Finished,0,1:46.501,202.916
17,baku,hulkenberg,haas,0,Finished,0,1:46.731,202.479
18,baku,bottas,alfa,13,Finished,0,1:46.304,203.292
19,baku,zhou,alfa,15,Overheating,0,1:47.553,200.931
20,baku,de_vries,alphatauri,18,Accident,0,1:48.781,198.663
1,albert_park,fisichella,renault,1,Finished,0,1:25.994,222.001
2,albert_park,barrichello,ferrari,11,Finished,0,1:26.233,221.386
3,albert_park,alonso,renault,13,Finished,0,1:25.683,222.807
4,albert_park,coulthard,red_bull,5,Finished,0,1:26.690,220.219
5,albert_park,webber,williams,3,Finished,0,1:26.493,220.720
6,albert_park,montoya,mclaren,9,Finished,0,1:26.393,220.976
7,albert_park,klien,red_bull,6,Finished,0,1:26.627,220.379
8,albert_park,raikkonen,mclaren,10,Finished,0,1:26.255,221.329
9,albert_park,trulli,toyota,2,Finished,0,1:27.116,219.142
10,albert_park,massa,sauber,18,Finished,0,1:26.893,219.704
11,albert_park,button,bar,8,Finished,0,1:26.260,221.316
12,albert_park,ralf_schumacher,toyota,15,Finished,0,1:26.536,220.611
13,albert_park,villeneuve,sauber,4,Finished,0,1:27.745,217.571
14,albert_park,sato,bar,20,Finished,0,1:27.877,217.244
15,albert_park,karthikeyan,jordan,12,Finished,0,1:27.970,217.014
16,albert_park,monteiro,jordan,14,Finished,0,1:28.999,214.505
17,albert_park,friesacher,minardi,16,Finished,0,1:32.852,205.604
18,albert_park,michael_schumacher,ferrari,19,Accident,0,1:26.261,221.314
19,albert_park,heidfeld,williams,7,Accident,0,1:26.854,219.803
20,albert_park,albers,minardi,17,Gearbox,0,1:33.144,204.960
1,monaco,rosberg,mercedes,1,Finished,0,1:19.425,151.388
2,monaco,hamilton,mercedes,2,Finished,0,1:19.361,151.510
3,monaco,ricciardo,red_bull,3,Finished,0,1:19.252,151.718
4,monaco,alonso,ferrari,5,Finished,0,1:19.727,150.814
5,monaco,hulkenberg,force_india,11,Finished,0,1:20.767,148.872
6,monaco,button,mclaren,12,Finished,0,1:21.047,148.358
7,monaco,massa,williams,16,Finished,0,1:20.314,149.712
8,monaco,grosjean,lotus_f1,14,Finished,0,1:20.979,148.482
9,monaco,jules_bianchi,marussia,21,Finished,0,1:21.254,147.980
10,monaco,kevin_magnussen,mclaren,8,Finished,0,1:20.657,149.075
11,monaco,ericsson,caterham,22,Finished,0,1:20.911,148.607
12,monaco,raikkonen,ferrari,6,Finished,0,1:18.479,153.212
13,monaco,kobayashi,caterham,20,Finished,0,1:22.425,145.878
14,monaco,chilton,marussia,19,Finished,0,1:20.579,149.220
15,monaco,gutierrez,sauber,17,Accident,0,1:21.146,148.177
16,monaco,bottas,williams,13,Engine,0,1:21.105,148.252
17,monaco,vergne,toro_rosso,7,Engine,0,1:21.083,148.292
18,monaco,sutil,sauber,18,Accident,0,1:21.761,147.062
19,monaco,kvyat,toro_rosso,9,Mechanical,0,1:22.011,146.614
20,monaco,vettel,red_bull,4,Turbo,0,1:59.505,100.615
21,monaco,perez,force_india,10,Collision,1,300,0
22,monaco,maldonado,lotus_f1,15,Withdrew,1,300,0
1,magny_cours,massa,ferrari,2,Finished,0,1:16.729,206.956
2,magny_cours,raikkonen,ferrari,1,Finished,0,1:16.630,207.224
3,magny_cours,trulli,toyota,4,Finished,0,1:17.567,204.721
4,magny_cours,kovalainen,mclaren,10,Finished,0,1:17.134,205.870
5,magny_cours,kubica,bmw_sauber,5,Finished,0,1:17.172,205.768
6,magny_cours,webber,red_bull,6,Finished,0,1:17.507,204.879
7,magny_cours,piquet_jr,renault,9,Finished,0,1:17.758,204.218
8,magny_cours,alonso,renault,3,Finished,0,1:17.641,204.525
9,magny_cours,coulthard,red_bull,7,Finished,0,1:17.818,204.060
10,magny_cours,hamilton,mclaren,13,Finished,0,1:17.453,205.022
11,magny_cours,glock,toyota,8,Finished,0,1:17.836,204.013
12,magny_cours,vettel,toro_rosso,12,Finished,0,1:17.760,204.212
13,magny_cours,heidfeld,bmw_sauber,11,Finished,0,1:17.716,204.328
14,magny_cours,barrichello,honda,20,Finished,0,1:17.969,203.665
15,magny_cours,nakajima,williams,15,Finished,0,1:18.054,203.443
16,magny_cours,rosberg,williams,19,Finished,0,1:18.311,202.776
17,magny_cours,bourdais,toro_rosso,14,Finished,0,1:18.216,203.022
18,magny_cours,fisichella,force_india,17,Finished,0,1:18.557,202.141
19,magny_cours,sutil,force_india,18,Finished,0,1:18.462,202.385
20,magny_cours,button,honda,16,Collision,0,1:20.876,196.345
1,spa,max_verstappen,red_bull,14,Finished,0,1:49.354,230.575
2,spa,perez,red_bull,2,Finished,0,1:50.764,227.640
3,spa,sainz,ferrari,1,Finished,0,1:51.977,225.174
4,spa,russell,mercedes,5,Finished,0,1:50.793,227.581
5,spa,alonso,alpine,3,Finished,0,1:52.868,223.397
6,spa,leclerc,ferrari,15,Finished,0,1:49.984,229.255
7,spa,ocon,alpine,16,Finished,0,1:51.717,225.698
8,spa,vettel,aston_martin,10,Finished,0,1:52.515,224.098
9,spa,gasly,alphatauri,0,Finished,0,1:53.002,223.132
10,spa,albon,williams,6,Finished,0,1:53.055,223.027
11,spa,stroll,aston_martin,9,Finished,0,1:52.880,223.373
12,spa,norris,mclaren,17,Finished,0,1:51.678,225.777
13,spa,tsunoda,alphatauri,0,Finished,0,1:52.436,224.255
14,spa,zhou,alfa,18,Finished,0,1:52.317,224.493
15,spa,ricciardo,mclaren,7,Finished,0,1:53.080,222.978
16,spa,kevin_magnussen,haas,12,Finished,0,1:53.332,222.482
17,spa,mick_schumacher,haas,19,Finished,0,1:52.646,223.837
18,spa,latifi,williams,11,Finished,0,1:52.256,224.615
19,spa,bottas,alfa,13,Accident,1,300,0
20,spa,hamilton,mercedes,4,Collision damage,1,300,0
1,yas_marina,hamilton,mercedes,1,Finished,0,1:45.137,190.174
2,yas_marina,rosberg,mercedes,2,Finished,0,1:45.261,189.950
3,yas_marina,vettel,ferrari,5,Finished,0,1:43.729,192.756
4,yas_marina,max_verstappen,red_bull,6,Finished,0,1:45.187,190.084
5,yas_marina,ricciardo,red_bull,3,Finished,0,1:44.889,190.624
6,yas_marina,raikkonen,ferrari,4,Finished,0,1:45.163,190.127
7,yas_marina,hulkenberg,force_india,7,Finished,0,1:45.949,188.717
8,yas_marina,perez,force_india,8,Finished,0,1:45.249,189.972
9,yas_marina,massa,williams,10,Finished,0,1:45.675,189.206
10,yas_marina,alonso,mclaren,9,Finished,0,1:44.495,191.343
11,yas_marina,grosjean,haas,14,Finished,0,1:44.970,190.477
12,yas_marina,gutierrez,haas,13,Finished,0,1:45.928,188.754
13,yas_marina,ocon,manor,20,Finished,0,1:46.189,188.290
14,yas_marina,wehrlein,manor,16,Finished,0,1:46.145,188.368
15,yas_marina,ericsson,sauber,22,Finished,0,1:46.216,188.242
16,yas_marina,nasr,sauber,19,Finished,0,1:46.287,188.117
17,yas_marina,jolyon_palmer,renault,15,Finished,0,1:45.715,189.134
18,yas_marina,sainz,toro_rosso,21,Collision damage,0,1:46.591,187.580
19,yas_marina,kvyat,toro_rosso,17,Gearbox,0,1:48.752,183.853
20,yas_marina,button,mclaren,12,Suspension,0,1:48.753,183.851
21,yas_marina,bottas,williams,11,Suspension,0,1:47.837,185.413
22,yas_marina,kevin_magnussen,renault,18,Suspension,0,1:48.601,184.108
1,magny_cours,michael_schumacher,ferrari,2,Finished,0,1:15.377,210.669
2,magny_cours,alonso,renault,1,Finished,0,1:15.551,210.183
3,magny_cours,barrichello,ferrari,10,Finished,0,1:16.035,208.845
4,magny_cours,trulli,renault,5,Finished,0,1:16.248,208.262
5,magny_cours,button,bar,4,Finished,0,1:15.971,209.021
6,magny_cours,coulthard,mclaren,3,Finished,0,1:16.303,208.112
7,magny_cours,raikkonen,mclaren,9,Finished,0,1:15.791,209.518
8,magny_cours,montoya,williams,6,Finished,0,1:16.140,208.557
9,magny_cours,webber,jaguar,12,Finished,0,1:15.956,209.063
10,magny_cours,gene,williams,8,Finished,0,1:16.070,208.749
11,magny_cours,klien,jaguar,13,Finished,0,1:16.852,206.625
12,magny_cours,fisichella,sauber,15,Finished,0,1:16.699,207.037
13,magny_cours,massa,sauber,16,Finished,0,1:17.388,205.194
14,magny_cours,matta,toyota,11,Finished,0,1:16.937,206.397
15,magny_cours,panis,toyota,14,Finished,0,1:17.069,206.043
16,magny_cours,heidfeld,jordan,17,Finished,0,1:18.627,201.961
17,magny_cours,pantano,jordan,18,Finished,0,1:17.641,204.525
18,magny_cours,bruni,minardi,19,Finished,0,1:18.932,201.180
19,magny_cours,baumgartner,minardi,20,Spun off,0,1:19.659,199.344
20,magny_cours,sato,bar,7,Engine,0,1:16.809,206.741
1,marina_bay,alonso,renault,15,Finished,0,1:45.768,172.464
2,marina_bay,rosberg,williams,8,Finished,0,1:46.454,171.352
3,marina_bay,hamilton,mclaren,2,Finished,0,1:46.072,171.969
4,marina_bay,glock,toyota,7,Finished,0,1:47.044,170.408
5,marina_bay,vettel,toro_rosso,6,Finished,0,1:47.271,170.047
6,marina_bay,heidfeld,bmw_sauber,9,Finished,0,1:47.306,169.992
7,marina_bay,coulthard,red_bull,14,Finished,0,1:47.562,169.587
8,marina_bay,nakajima,williams,10,Finished,0,1:47.287,170.022
9,marina_bay,button,honda,12,Finished,0,1:48.128,168.700
10,marina_bay,kovalainen,mclaren,5,Finished,0,1:47.337,169.943
11,marina_bay,kubica,bmw_sauber,4,Finished,0,1:46.899,170.639
12,marina_bay,bourdais,toro_rosso,17,Finished,0,1:47.820,169.181
13,marina_bay,massa,ferrari,1,Finished,0,1:45.757,172.482
14,marina_bay,fisichella,force_india,20,Finished,0,1:49.101,167.195
15,marina_bay,raikkonen,ferrari,3,Accident,0,1:45.599,172.740
16,marina_bay,trulli,toyota,11,Hydraulics,0,1:46.972,170.523
17,marina_bay,sutil,force_india,19,Accident,0,1:49.270,166.936
18,marina_bay,webber,red_bull,13,Transmission,0,1:49.183,167.069
19,marina_bay,barrichello,honda,18,Mechanical,0,1:50.320,165.348
20,marina_bay,piquet_jr,renault,16,Accident,0,1:50.449,165.154
1,spa,hamilton,mercedes,1,Finished,0,1:46.603,236.526
2,spa,vettel,ferrari,2,Finished,0,1:46.577,236.583
3,spa,ricciardo,red_bull,6,Finished,0,1:47.549,234.445
4,spa,raikkonen,ferrari,4,Finished,0,1:47.730,234.051
5,spa,bottas,mercedes,3,Finished,0,1:47.721,234.071
6,spa,hulkenberg,renault,7,Finished,0,1:48.922,231.490
7,spa,grosjean,haas,11,Finished,0,1:49.087,231.140
8,spa,massa,williams,16,Finished,0,1:49.637,229.980
9,spa,ocon,force_india,9,Finished,0,1:49.721,229.804
10,spa,sainz,toro_rosso,13,Finished,0,1:49.709,229.829
11,spa,stroll,williams,15,Finished,0,1:50.543,228.095
12,spa,kvyat,toro_rosso,19,Finished,0,1:49.708,229.831
13,spa,jolyon_palmer,renault,14,Finished,0,1:49.283,230.725
14,spa,vandoorne,mclaren,20,Finished,0,1:49.907,229.415
15,spa,kevin_magnussen,haas,12,Finished,0,1:49.126,231.057
16,spa,ericsson,sauber,17,Finished,0,1:50.775,227.618
17,spa,perez,force_india,8,Gearbox,0,1:48.300,232.819
18,spa,alonso,mclaren,10,Engine,0,1:51.720,225.692
19,spa,max_verstappen,red_bull,5,Engine,0,1:51.022,227.111
20,spa,wehrlein,sauber,18,Collision,1,300,0
1,red_bull_ring,hamilton,mercedes,1,Finished,0,1:08.411,227.647
2,red_bull_ring,max_verstappen,red_bull,8,Finished,0,1:09.618,223.700
3,red_bull_ring,raikkonen,ferrari,4,Finished,0,1:08.876,226.110
4,red_bull_ring,rosberg,mercedes,6,Finished,0,1:08.491,227.381
5,red_bull_ring,ricciardo,red_bull,5,Finished,0,1:08.770,226.459
6,red_bull_ring,button,mclaren,3,Finished,0,1:10.001,222.476
7,red_bull_ring,grosjean,haas,13,Finished,0,1:09.925,222.718
8,red_bull_ring,sainz,toro_rosso,15,Finished,0,1:10.138,222.042
9,red_bull_ring,bottas,williams,7,Finished,0,1:10.210,221.814
10,red_bull_ring,wehrlein,manor,12,Finished,0,1:10.859,219.782
11,red_bull_ring,gutierrez,haas,11,Finished,0,1:09.694,223.456
12,red_bull_ring,jolyon_palmer,renault,19,Finished,0,1:10.228,221.757
13,red_bull_ring,nasr,sauber,21,Finished,0,1:10.415,221.168
14,red_bull_ring,kevin_magnussen,renault,17,Finished,0,1:10.450,221.058
15,red_bull_ring,ericsson,sauber,18,Finished,0,1:10.704,220.264
16,red_bull_ring,haryanto,manor,20,Finished,0,1:10.342,221.398
17,red_bull_ring,perez,force_india,16,Brakes,0,1:10.120,222.099
18,red_bull_ring,alonso,mclaren,14,Battery,0,1:11.020,219.284
19,red_bull_ring,hulkenberg,force_india,2,Brakes,0,1:10.309,221.502
20,red_bull_ring,massa,williams,0,Brakes,0,1:09.899,222.801
21,red_bull_ring,vettel,ferrari,9,Tyre,0,1:11.441,217.992
22,red_bull_ring,kvyat,toro_rosso,0,Retired,0,1:18.302,198.891
1,bahrain,hamilton,mercedes,1,Finished,0,1:32.864,209.803
2,bahrain,max_verstappen,red_bull,3,Finished,0,1:32.014,211.741
3,bahrain,albon,red_bull,4,Finished,0,1:33.684,207.967
4,bahrain,norris,mclaren,9,Finished,0,1:33.588,208.180
5,bahrain,sainz,mclaren,15,Finished,0,1:33.411,208.575
6,bahrain,gasly,alphatauri,8,Finished,0,1:34.817,205.482
7,bahrain,ricciardo,renault,6,Finished,0,1:32.827,209.887
8,bahrain,bottas,mercedes,2,Finished,0,1:33.352,208.706
9,bahrain,ocon,renault,7,Finished,0,1:34.354,206.490
10,bahrain,leclerc,ferrari,12,Finished,0,1:33.625,208.098
11,bahrain,kvyat,alphatauri,10,Finished,0,1:34.141,206.957
12,bahrain,russell,williams,14,Finished,0,1:35.042,204.995
13,bahrain,vettel,ferrari,11,Finished,0,1:33.861,207.575
14,bahrain,latifi,williams,20,Finished,0,1:34.591,205.973
15,bahrain,raikkonen,alfa,17,Finished,0,1:33.573,208.213
16,bahrain,giovinazzi,alfa,16,Finished,0,1:34.536,206.092
17,bahrain,kevin_magnussen,haas,18,Finished,0,1:35.241,204.567
18,bahrain,perez,racing_point,5,Engine,0,1:33.629,208.089
19,bahrain,stroll,racing_point,13,Collision,1,300,0
20,bahrain,grosjean,haas,19,Collision,1,300,0
1,sepang,alonso,ferrari,8,Finished,0,1:41.680,196.250
2,sepang,perez,sauber,9,Finished,0,1:41.021,197.531
3,sepang,hamilton,mclaren,1,Finished,0,1:41.539,196.523
4,sepang,webber,red_bull,4,Finished,0,1:41.017,197.539
5,sepang,raikkonen,lotus_f1,10,Finished,0,1:40.722,198.117
6,sepang,bruno_senna,williams,13,Finished,0,1:41.404,196.785
7,sepang,resta,force_india,14,Finished,0,1:41.819,195.983
8,sepang,vergne,toro_rosso,18,Finished,0,1:41.922,195.785
9,sepang,hulkenberg,force_india,16,Finished,0,1:42.173,195.304
10,sepang,michael_schumacher,mercedes,3,Finished,0,1:41.760,196.096
11,sepang,vettel,red_bull,5,Finished,0,1:41.342,196.905
12,sepang,ricciardo,toro_rosso,15,Finished,0,1:41.756,196.104
13,sepang,rosberg,mercedes,7,Finished,0,1:41.863,195.898
14,sepang,button,mclaren,2,Finished,0,1:42.100,195.443
15,sepang,massa,ferrari,12,Finished,0,1:42.051,195.537
16,sepang,petrov,caterham,19,Finished,0,1:43.513,192.775
17,sepang,glock,marussia,20,Finished,0,1:44.757,190.486
18,sepang,kovalainen,caterham,24,Finished,0,1:43.803,192.237
19,sepang,maldonado,williams,11,Engine,0,1:42.237,195.181
20,sepang,pic,marussia,21,Finished,0,1:44.813,190.384
21,sepang,karthikeyan,hrt,23,Finished,0,1:45.909,188.414
22,sepang,rosa,hrt,22,Finished,0,1:46.244,187.820
23,sepang,kobayashi,sauber,17,Retired,0,1:44.202,191.501
24,sepang,grosjean,lotus_f1,6,Collision,0,2:08.464,155.333
1,sochi,hamilton,mercedes,2,Finished,0,1:35.761,219.847
2,sochi,bottas,mercedes,4,Finished,0,1:36.316,218.580
3,sochi,leclerc,ferrari,1,Finished,0,1:36.193,218.860
4,sochi,max_verstappen,red_bull,9,Finished,0,1:36.937,217.180
5,sochi,albon,red_bull,0,Finished,0,1:36.762,217.573
6,sochi,sainz,mclaren,5,Finished,0,1:38.020,214.780
7,sochi,perez,racing_point,11,Finished,0,1:38.043,214.730
8,sochi,norris,mclaren,7,Finished,0,1:38.301,214.166
9,sochi,kevin_magnussen,haas,13,Finished,0,1:38.130,214.539
10,sochi,hulkenberg,renault,6,Finished,0,1:38.519,213.692
11,sochi,stroll,racing_point,14,Finished,0,1:38.611,213.493
12,sochi,kvyat,toro_rosso,19,Finished,0,1:38.228,214.325
13,sochi,raikkonen,alfa,15,Finished,0,1:38.589,213.541
14,sochi,gasly,toro_rosso,16,Finished,0,1:38.606,213.504
15,sochi,giovinazzi,alfa,12,Finished,0,1:38.696,213.309
16,sochi,kubica,williams,18,Brakes,0,1:42.327,205.740
17,sochi,russell,williams,17,Brakes,0,1:41.705,206.998
18,sochi,vettel,ferrari,3,Power loss,0,1:38.245,214.288
19,sochi,ricciardo,renault,10,Collision,0,1:41.284,207.859
20,sochi,grosjean,haas,8,Collision,1,300,0
1,marina_bay,vettel,ferrari,1,Finished,0,1:50.069,165.659
2,marina_bay,ricciardo,red_bull,2,Finished,0,1:50.041,165.701
3,marina_bay,raikkonen,ferrari,3,Finished,0,1:50.341,165.251
4,marina_bay,rosberg,mercedes,6,Finished,0,1:50.934,164.368
5,marina_bay,bottas,williams,7,Finished,0,1:51.342,163.765
6,marina_bay,kvyat,red_bull,4,Finished,0,1:51.109,164.109
7,marina_bay,perez,force_india,13,Finished,0,1:51.970,162.847
8,marina_bay,max_verstappen,toro_rosso,8,Finished,0,1:50.298,165.315
9,marina_bay,sainz,toro_rosso,14,Finished,0,1:50.401,165.161
10,marina_bay,nasr,sauber,16,Finished,0,1:52.566,161.984
11,marina_bay,ericsson,sauber,17,Finished,0,1:51.594,163.395
12,marina_bay,maldonado,lotus_f1,18,Finished,0,1:50.175,165.500
13,marina_bay,grosjean,lotus_f1,10,Tyre,0,1:52.353,162.292
14,marina_bay,rossi,manor,20,Finished,0,1:55.312,158.127
15,marina_bay,stevens,manor,19,Finished,0,1:55.890,157.338
16,marina_bay,button,mclaren,15,Gearbox,0,1:51.167,164.023
17,marina_bay,alonso,mclaren,12,Gearbox,0,1:53.325,160.900
18,marina_bay,hamilton,mercedes,5,Throttle,0,1:52.505,162.072
19,marina_bay,massa,williams,9,Gearbox,0,1:53.666,160.417
20,marina_bay,hulkenberg,force_india,11,Collision,0,1:53.868,160.132
1,magny_cours,michael_schumacher,ferrari,1,Finished,0,1:17.111,205.931
2,magny_cours,alonso,renault,3,Finished,0,1:17.770,204.186
3,magny_cours,massa,ferrari,2,Finished,0,1:17.141,205.851
4,magny_cours,ralf_schumacher,toyota,5,Finished,0,1:17.809,204.084
5,magny_cours,raikkonen,mclaren,6,Finished,0,1:17.717,204.325
6,magny_cours,fisichella,renault,7,Finished,0,1:18.057,203.435
7,magny_cours,rosa,mclaren,8,Finished,0,1:17.625,204.568
8,magny_cours,heidfeld,bmw_sauber,11,Finished,0,1:18.809,201.494
9,magny_cours,coulthard,red_bull,9,Finished,0,1:18.978,201.063
10,magny_cours,speed,toro_rosso,14,Finished,0,1:18.674,201.840
11,magny_cours,villeneuve,bmw_sauber,16,Finished,0,1:17.906,203.830
12,magny_cours,klien,red_bull,12,Finished,0,1:18.968,201.089
