actual,predicted
1,5.431596446239519
16,21.89254982148231
7,10.601937585372623
3,7.912858483296045
13,13.573314395315116
13,11.209578781522406
17,16.108900513860156
3,5.39659018192053
21,16.225833404236923
6,12.293156229116104
4,11.199669671304877
5,8.701941262774278
9,5.310046810186048
21,22.850871605314985
9,10.453625098776643
3,7.021228990705424
21,18.428573126108525
11,9.008085742561684
2,3.515926563486248
21,23.71391916932808
9,14.897705101469523
2,3.0875338616948067
4,4.013039057005466
12,12.35729168901162
13,11.025867692269559
20,16.437101224945952
22,13.350913429113856
13,12.511917182053654
20,16.963247117667205
14,17.49258543573701
3,4.373966710888839
8,8.69016838885951
7,5.248563401681057
23,18.298863593144283
5,5.448771591602275
17,14.84109418665657
11,10.276013726428715
20,21.567175534413597
13,15.303209427980903
8,8.48020453616908
15,13.184793919220457
4,5.551620611193568
20,20.738503381135217
12,8.886280200622409
3,4.364037783040811
16,16.04660159597463
8,4.865130354669901
23,22.535595278397754
17,10.421148624652032
7,10.191463688631798
18,14.029450650705174
8,7.03889041883045
14,9.316183297742482
5,8.862132199211405
6,9.707361322136473
12,9.278940324673606
17,16.000886435644976
15,7.372795645515398
1,2.9878380778268774
15,16.968757795489466
19,15.260522782445705
10,11.33750267191482
3,7.312027304388968
20,24.80983050601786
11,5.629343815049587
4,6.250767033465129
14,11.946815624573555
14,9.974070005701751
9,9.878314959021662
7,8.916544588575341
24,21.502444943462553
12,12.502228656603595
5,6.231046072065924
10,10.789581803854844
12,11.027219653588485
12,12.517337450954775
10,11.941955498764244
7,10.040653491261716
20,13.592192177877404
11,7.371782042062538
14,14.203514827482152
15,13.900454169035418
10,13.562615045992274
4,6.553222719248508
13,11.92559372891861
15,12.763120849778232
16,8.949658938066598
4,4.571598439619693
5,7.019760236489006
4,4.799922719629077
16,12.307332100013229
17,19.832049620175248
12,8.808918090075693
2,4.977830032094847
19,14.669052681835035
15,9.885949000468125
2,3.7273817508731586
4,3.7267957133602625
10,4.859312597994133
15,8.02065966099006
18,21.116725357967617
5,7.6998335113196905
6,7.404303642967493
11,8.662774139648226
3,3.56741321710577
18,11.578107698735769
8,10.745443402453406
17,18.61434641697595
9,8.315314619641535
2,3.3166080876529467
11,10.834269175559433
20,21.94563679059222
2,2.9154556802368408
16,12.578740214581414
2,8.500591677280905
16,18.552434804270565
7,9.56709064994544
4,9.818772017102411
7,11.054964907165985
16,19.83909806766188
10,10.448657448332513
15,13.540228119392062
11,12.1023001805473
4,3.3036352121400228
16,17.463329526496192
3,5.241422743292201
7,9.301729348997016
19,18.713544386335833
8,8.161153085976153
12,9.753259541309612
6,9.428353805834792
6,12.77248854883831
9,11.080954693062324
14,12.74490909955934
18,21.214570241250378
12,11.017719675148957
7,9.275754982986797
6,5.600543063718513
18,20.812958606004795
1,6.3810355749644785
11,8.35433989402913
19,18.24102200790116
20,23.06259904885604
4,6.341590390727296
18,14.991435412012319
15,14.12980590300286
2,4.183119647292219
13,12.676584075518047
19,22.66629079021984
21,15.92056098333636
22,23.03514733863944
6,7.859841730053343
2,3.5526730925640706
15,15.138721167409766
20,21.886166195170354
15,13.063672520363202
12,7.990016267709642
3,5.593176332706042
2,5.8749556492480846
4,5.726649329317199
8,12.63926042131547
2,4.69383115350063
10,11.954594638140774
5,7.2896827830294555
9,12.73514740034324
20,19.015640292810108
13,9.903325127686786
3,6.031139706334365
10,11.504617989495184
16,13.963810493266543
17,20.880237684695555
13,10.386639955516086
10,12.102360731363678
4,4.669969001090845
22,23.867844160471012
10,11.80494132953242
7,9.5367346398685
21,23.157728429030772
4,4.854101750350248
10,10.522638630275951
12,14.838263251512531
9,7.212191905384172
8,4.618066436404282
8,13.36634604288314
21,20.275772503987714
2,3.171803798173432
19,15.862950106510185
18,12.562255369918539
17,11.55122770193994
11,11.766411335228602
10,8.712296286572832
11,9.06414441756598
14,10.263679508532174
20,18.97644245470834
8,10.51098922574779
2,4.651678987396762
16,8.921292965361912
4,8.954202722833474
3,5.2882806585305655
19,22.480578546512717
8,7.93736262950952
20,21.953467890066573
8,8.41052542382495
6,4.788739045699462
4,6.730744659565783
8,13.195023644889496
15,7.963514401722913
7,9.647965633188877
15,10.99933408356461
6,8.93861492968058
16,16.347129724423787
9,10.510397828822615
12,12.30541854716809
17,21.41027636414642
14,11.297532464490121
4,8.386655933488813
14,10.865990256219156
24,18.665027842578006
9,12.151637038618539
7,7.928771062178956
8,7.462020836507225
14,10.16887921101712
8,8.335357386592003
3,5.192302993830367
13,12.078304530379922
5,8.386331468844562
14,11.196023682546478
15,11.92119847367648
1,10.172517332023986
10,12.785602297119608
19,17.185276914802486
10,11.079951979874883
4,4.096322967895567
9,9.039231094570736
7,3.9545349543554735
8,9.999919673243298
11,6.702563233845357
20,18.153034759747673
8,10.661052777438208
10,7.933246161257699
16,13.097076725793428
14,13.989285758338228
5,3.5838321377164757
17,19.06546819174165
16,23.446208847913354
17,14.590675949111251
23,19.703654275041334
2,3.6377461674778218
1,7.123732627617574
7,8.542832430435258
7,11.274148792975614
7,8.427805707647185
16,11.29815918457755
19,18.197663906402667
7,7.64978210973641
11,9.235328178523005
18,20.752864603077263
6,8.327370430791143
14,11.766296136572583
18,14.918665478994358
5,9.382652658472335
22,16.618405877963518
14,12.103480314114936
13,15.72736878168233
18,16.20373411410947
2,3.4262277885652104
10,8.958681548463998
8,6.863993666653952
16,16.978634277945552
4,4.023054940497525
5,8.525230277228058
2,4.309028133957348
4,8.818973139739532
7,10.396979676614603
18,15.852251114936708
18,15.981219845079147
14,15.77512685345259
20,22.187004266375293
3,3.6403929974938833
17,11.821803906080266
19,20.17999658841178
9,8.190936671443218
6,10.200282376474062
17,12.677770964339189
