actual,predicted
1,5.435967102818044
16,22.588393991102897
7,10.610859050152381
3,7.883018904054168
13,13.530391887487298
13,11.259359361202526
17,15.99274411422946
3,5.403901087017946
21,15.72803370560614
6,12.278257556205984
4,11.089972003182444
5,8.682342299112745
9,5.300530054103
21,22.947786398157064
9,10.429318958651152
3,7.130818489995349
21,18.555244486163105
11,9.003662335475527
2,3.4738257163525805
21,23.812058487082716
9,14.982367306110737
2,3.021704813157168
4,3.9824654759593265
12,12.341366124883738
13,10.931677775163376
20,16.491426958466864
22,13.37948718023786
13,12.427497295170637
20,16.949391868456765
14,17.501637987289353
3,4.344353680615155
8,8.662792092461146
7,4.898703135458552
23,18.315261543465805
5,5.397080281611622
17,14.985188030980074
11,10.270495225593907
20,21.519608189666812
13,15.713369590697502
8,8.535964595570457
15,13.140474906776582
4,5.571683907801685
20,20.594963936344552
12,8.785169038614978
3,4.310345126024055
16,16.064906546614285
8,4.878916779200509
23,22.700128874952284
17,10.290328344859583
7,10.13177120735871
18,14.20880076102388
8,6.887922538594818
14,9.56073692941015
5,8.834755417612561
6,9.840067580551299
12,9.140417391132013
17,15.965859672126257
15,7.316551095683314
1,2.9773121905968445
15,17.018120748431127
19,15.398301569287053
10,11.402859398617156
3,7.3246943126125466
20,25.263807777575884
11,5.626915136182689
4,6.2651909946571
14,11.900072446839866
14,10.048274764210921
9,9.775343057908376
7,8.670537953574687
24,21.407394920081437
12,12.434381076473507
5,6.130194926835781
10,10.802894026386133
12,10.972574573701909
12,12.542633673814326
10,11.987636828186513
7,10.067835779775724
20,13.393107026427426
11,7.301951018123159
14,14.280949954961576
15,13.472121109865219
10,13.500634562871696
4,6.354717228862729
13,12.004563408480008
15,12.751820385372177
16,8.896729553454918
4,4.492900883497235
5,6.943527444431329
4,4.7446348199847765
16,12.490773884103467
17,20.03026046123023
12,8.838140824839181
2,4.987051033636455
19,14.903778176124717
15,9.753294946459713
2,3.7310437293862275
4,3.661657748716202
10,4.6574015645931865
15,7.978012777782222
18,21.02083369310867
5,7.712353784718957
6,7.4688956330987075
11,8.708046404706181
3,3.5058070138212614
18,11.520835929093355
8,10.644295739303548
17,18.483298300705904
9,8.330782051848162
2,3.2902462041634646
11,10.870246599689043
20,21.823280402244873
2,2.8127511431104857
16,12.440932498905998
2,8.50582489426712
16,18.646514946119954
7,9.614044547625136
4,9.918896387510086
7,11.119052612319479
16,19.961287349098814
10,10.553602727520925
15,13.601129603365242
11,11.982816703681094
