actual,predicted
1,2.7841599080443977
16,17.624174526142987
7,10.130710618589895
3,5.493074302683716
13,15.25552737132083
13,12.425143659861961
17,17.077222293511454
3,3.5418718855819833
21,18.027789744652658
6,11.7958659553802
4,13.76371554490816
5,7.849495175339214
9,3.7286383771345033
21,19.501826541277943
9,11.70421765989289
3,5.192732417806576
21,22.06473849147104
11,9.35709964023938
2,1.7849478195713573
21,23.16396139330982
9,14.672936058086892
2,1.2984971014054452
4,2.476821759767679
12,14.288891709985002
13,11.641275630065053
20,19.711672069096497
22,20.044846757707717
13,13.209443500533053
20,18.293414546260987
14,16.11170012484076
3,3.490660053189975
8,9.888680080503024
7,3.7308178793022275
23,21.766131305135897
5,5.032218047297803
17,16.315726364961645
11,9.761624145286646
20,18.991928168422916
13,15.671212315683483
8,9.194738380140937
15,14.66192065323066
4,4.1465599223952
20,19.881732901755484
12,10.357363867496694
3,3.827355056046855
16,16.630408666985605
8,3.244472779741418
23,20.50424794940873
17,11.594389373113863
7,8.895287396130236
18,18.661241649910508
8,6.185056907271207
14,10.028438792450139
5,6.988861390886212
6,9.107521048403825
12,8.079362833338621
17,19.17015526928881
15,8.222462444537003
1,1.6629917651506858
15,17.23731008974544
19,16.32374179830216
10,11.421808475352691
3,5.765589864054466
20,21.864906660083047
11,4.528791534406013
4,4.1765018582733955
14,10.874822743506597
14,9.972950992427918
9,10.682776135650144
7,8.134109448581203
24,21.798691421517987
12,12.472757739400794
5,4.383512311056354
10,12.823701634818617
12,12.105660581316489
12,12.822240237452686
10,12.164234504341122
7,10.08495383915492
20,19.37934650348306
11,8.385241031031692
14,15.212615101483134
15,15.018157524752043
10,14.740062573503199
4,7.899884985424851
13,12.780904126820314
15,11.502816413677813
16,7.956587620509
4,4.521218219643281
5,6.309243720106199
4,3.3355482068061413
16,11.750637755494434
17,20.080577492712106
12,9.669379568634126
2,4.7828407534180215
19,21.587921063625533
15,9.735090977997956
2,1.781197885791773
4,2.4149868680584063
10,5.385652079641549
15,6.608518798018835
18,15.785364134277483
5,4.977308816590142
6,5.882138301140374
11,8.056848019026546
3,1.4613656302431188
18,12.950892125726032
8,9.90248705341466
17,16.48106393266533
9,7.540595755725262
2,1.200785087620794
11,11.331248380878243
20,18.51455758578849
2,1.1681600733491138
16,11.377784886687243
2,6.977314390680929
16,19.93544148347292
7,9.78399774954059
4,9.584602094125026
7,11.124813677253044
16,20.423847975340703
10,9.307604514956488
15,18.307668822678302
11,12.367510378251989
4,2.139704645339826
16,16.51057654272599
3,2.743456853415479
7,8.996328305902527
19,18.658430990932324
8,7.816358369952344
12,10.263839290358895
6,7.927346371665509
6,14.772383405200324
9,10.736863809975237
14,15.213774701348829
18,20.198979456441045
12,11.262577724029404
7,7.168476595848713
6,5.145087969485546
18,19.49847396294488
1,3.330138418486145
11,8.332832151537056
19,19.45312565868453
20,18.234649709741948
4,5.266184565438426
18,13.855896044194195
15,15.00438202309567
2,2.526549766641468
13,14.831811507995555
19,20.659013501766108
21,17.65483152561341
22,21.24886841253658
6,8.250415770459156
2,2.542049729116062
15,16.05566928145693
20,17.00989404241997
15,13.344366346329746
12,9.556013680041293
3,4.053772768248033
2,2.907688387504148
4,5.006648720347243
8,13.268349221899618
2,2.0484847961291432
10,10.698167764136201
5,6.832666035568817
9,12.079143341727626
20,19.045900303768043
13,10.609331911538462
3,4.375411276745522
10,11.38569050377492
16,14.589042339822914
17,19.828767352758643
13,10.889944283734447
10,11.868461715535645
4,2.9736197237396382
22,23.07835881397327
10,12.20284469364186
7,7.7638295809380935
21,20.615231111288267
4,3.646177704314198
10,8.797986180839182
12,14.685634215730708
9,5.86041369155677
8,3.2352913739504405
8,13.830364539967018
21,20.05481649779432
2,1.6948170917310428
19,17.956728056082785
18,18.634053217396502
17,12.696705294554434
11,11.191611020369702
10,10.924965820646936
11,9.09679839715126
14,10.512750831024654
20,17.377573651066523
8,8.120594229889678
2,3.371598773402326
16,10.058573939069174
4,10.497902061596204
3,3.362683225531354
19,16.556725285931737
8,6.755378516148506
20,20.453390746293266
8,9.174518704340205
6,7.527180797330509
4,8.478726328659615
8,12.279390359848627
15,6.711387334419527
7,8.77050667407012
15,12.713511538126731
6,8.542023219979102
16,17.862470517786
9,11.880661524644207
12,12.98710599094182
17,17.231543204277294
14,11.827798032995991
4,7.418842436695151
14,13.258923616000793
24,18.70829557412336
9,14.835922937265602
7,7.309577776373235
8,5.496576905541314
14,10.999422369258307
8,7.856231544395529
3,4.066047068643588
13,13.697881931066446
5,9.385437474277596
14,13.413047322240551
15,13.573075543284327
1,9.137098988707653
10,12.926796192030285
19,17.73129668154177
10,10.59530605929514
4,1.8495117099722513
9,10.65514159373066
7,2.3001927869261856
8,9.721710871567467
11,5.156441901028279
20,18.07734663688756
