feature,importance
status_Differential,0.00010698488456797328
status_Turbo,0.00010289760278192617
driver_baumgartner,9.939177082731731e-05
status_Puncture,8.828116182564294e-05
driver_pantano,7.769135293491657e-05
driver_pizzonia,5.467182709422147e-05
status_Battery,4.4048572546007135e-05
driver_alguersuari,4.0132143129767425e-05
driver_markus_winkelhock,1.7739746701428415e-05
driver_wurz,8.69038845965342e-06
driver_vergne,1.4302402046695307e-06
driver_lotterer,0.0
driver_friesacher,0.0
status_Engine fire,0.0
status_Engine misfire,0.0
status_Excluded,0.0
status_Injured,0.0
status_Fire,0.0
status_Front wing,0.0
status_Illness,0.0
status_Injury,0.0
status_Fuel system,0.0
status_Heat shield fire,0.0
status_Fuel leak,0.0
status_Radiator,0.0
status_ERS,0.0
status_Not classified,0.0
status_Wheel rim,0.0
status_Water pump,0.0
driver_badoer,0.0
status_Water leak,0.0
driver_aitken,0.0
status_Tyre puncture,0.0
status_Alternator,0.0
status_Brake duct,0.0
status_Track rod,0.0
status_Throttle,0.0
driver_gene,0.0
status_Damage,0.0
status_Debris,0.0
status_Spark plugs,0.0
driver_doohan,0.0
status_Driver Seat,0.0
driver_fisichella,-8.492983709640356e-06
status_Mechanical,-8.6663114378549e-06
driver_ide,-9.324296702484248e-06
status_Tyre,-9.61328067790035e-06
status_Wheel nut,-1.64506762329264e-05
driver_merhi,-2.8292855626066427e-05
driver_gasly,-3.1417792029619916e-05
status_Oil pressure,-3.9651319935707366e-05
driver_piastri,-5.7054851887539114e-05
status_Undertray,-8.048523457371282e-05
driver_zonta,-0.00011332369618939353
status_Out of fuel,-0.000127536771603598
driver_grosjean,-0.00015490105986124548
status_Driveshaft,-0.00017527295481603033
driver_pic,-0.0002258525882732343
driver_speed,-0.00026565683973109875
status_Steering,-0.0002911327886389703
circuit_nurburgring,-0.00030837483256704876
driver_bearman,-0.00037359508736329873
driver_stevens,-0.00043263364410242036
driver_petrov,-0.00044992804399650587
driver_grassi,-0.00045702332856185636
status_Fuel pressure,-0.0004763345711347178
driver_rossi,-0.0004817619742278012
circuit_yeongam,-0.0004840843978244358
driver_bruno_senna,-0.0005025380231145071
driver_piquet_jr,-0.0006589534767292626
driver_rosa,-0.0007163872901166269
constructor_racing_point,-0.0007975170191683922
driver_liuzzi,-0.0008139687273083674
driver_karthikeyan,-0.0009500193428831682
driver_nakajima,-0.0013669292234144148
driver_bourdais,-0.0015142665703988811
driver_leclerc,-0.0019135490764418783
driver_buemi,-0.0022311671935273834
driver_barrichello,-0.003450590444110402
